;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
exercise kombi;Superdefault;Target Muscle;exercise name;possible;eqipment ;default ;hands used;;grip type ;;;;;plane;;;;;;grip width;;;cable height  ;;;bench;;;stand;;;;;;bench : cable ;;;body : bench;;;;;body pos;;;sit;;info for equipment;info for exercise;Cables used;
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;FALSCH;WAHR;FALSCH;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;nooses ;FALSCH;FALSCH;WAHR;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;WAHR;1rope;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;forearm;flexion;WAHR;straight ;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;FALSCH;nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;forearm;extension ;WAHR;straight ;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;WAHR;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;WAHR;d-handle fix;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;1 hand Knie abstützen ;;WAHR;FALSCH
;;;;FALSCH;nooses ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;ropes;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;1rope;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;EZ bend ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;FALSCH
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
lat row 2;WAHR;back;row;WAHR;straight ;FALSCH;FALSCH;WAHR;WAHR*;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR*;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;long light bend ;FALSCH;FALSCH;WAHR;WAHR;FALSCH;FALSCH;FALSCH;WAHR*;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;WAHR*;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;neutral wide;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag neutral wide ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag neutral middle;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag middle n-p;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;neutral close ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag close n-s ;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;mag close n-p ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;d-handle var;FALSCH;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;WAHR;d-handle fix;WAHR;WAHR;WAHR*;WAHR;WAHR*;WAHR;WAHR;WAHR;FALSCH;FALSCH;WAHR*;WAHR;WAHR;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;WAHR;nooses ;FALSCH;WAHR;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR;WAHR*
;;;;WAHR;ropes;FALSCH;FALSCH;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;WAHR;1rope;FALSCH;WAHR*;WAHR;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;WAHR*;WAHR
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;EZ bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WAHR;back;face pull;FALSCH;straight ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;long light bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;neutral close ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-s ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag close n-p ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;d-handle var;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;WAHR
;;;;FALSCH;d-handle fix;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;WAHR;nooses ;WAHR*;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;transition from plane trans to plane lat;;FALSCH;WAHR
;;;;WAHR;ropes;WAHR;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;transition from plane trans to plane lat;;FALSCH;WAHR
;;;;WAHR;1rope;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;transition from plane trans to plane lat;;FALSCH;WAHR
;;;;FALSCH;cuff;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;raw ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;EZ bend ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;;;;1;2;sup;s-n;neutral;n-p;pro;lat;l-s;sag;s-t;trans;t-l ;x 0.5;x 1;x 1.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FALSCH;shoulder;rear pull;WAHR;straight ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;only rotation backwards, transition from plane trans to plane lat;;FALSCH;WAHR
;;;;WAHR;long light bend ;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;WAHR;FALSCH;FALSCH;WAHR;;;;;;;;;;;;;;;;;;;;;;;;;;only rotation backwards, transition from plane trans to plane lat;;FALSCH;WAHR
;;;;FALSCH;neutral wide;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral wide ;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag neutral middle;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
;;;;FALSCH;mag middle n-p;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH
